word	en_google_translation
Hüfte	hip
Majestät	majesty
Utensil	utensil
Einhaltung	observance
Küken	chick
Lehrgang	course
Begabung	talent
Kathedrale	cathedral
Schlinge	loop
Baker	baker
Bestseller	bestseller
Bereitschaft	standby
Leckerbissen	tidbits
Hungerstreik	hunger strike
Extremität	extremity
Ortszeit	local time
Reiz	stimulus
Lexikon	dictionary
Verlobte	fiancée
Schlafplatz	sleeping place
Po	po
Muschel	shell
Approbation	approval
Forschungsarbeit	research work
Abnehmen	lose weight
Liebling	darling
Datei	file
Vakuum	vacuum
Zahnbürste	toothbrush
Altpapier	waste paper
Lebensgemeinschaft	life community
Pfennig	penny
Getriebe	transmission
Hauptdarsteller	main actor
Mafia	mafia
Bundesbürger	german citizen
Fracht	freight
Kurze	short
Hören	hear
Vorsehung	providence
Befreiung	liberation
Lebensbereich	area of ​​life
Auswuchs	outgrowth
Franke	franke
Schwägerin	sister in law
Spontaneität	spontaneity
Nebeneinander	side by side
Verfehlung	missing
Angeklagte	accused
Magnet	magnet
Achse	axis
Heft	notebook
Todestag	date of death
Jahrestag	anniversary
Banane	banana
Gloria	gloria
Freizeit	leisure time
Projektleiter	project manager
Sünder	sinner
Lebenszeit	lifetime
Untergebener	subordinate
Folter	torture
Krippe	crib
Gemahl	husband
Dokumentation	documentation
Anschaffung	purchase
Gratulation	congratulations
Schaum	foam
Farm	farm
Härte	hardness
Mars	mars
Lügner	liar
Alleinerziehende	single parent
Europäer	europeans
Schleim	mucus
Sklaverei	slavery
Hirsch	deer
Spielzeug	toy
Fußballverein	football club
Prinzip	principle
Sequenz	sequence
Kilogramm	kilogram
Atombombe	atomic bomb
Appetit	appetite
Nichte	niece
Köstlichkeit	deliciousness
Samstagabend	saturday night
Paste	paste
Klient	client
Offizier	officer
Plastiktüte	plastic bag
Hab	have
Virus	virus
Gas	gas
Verzierung	ornament
Augenzeuge	eyewitness
Aufenthaltsgenehmigung	residency permit
Mainstream	mainstream
Sprit	fuel
Hemmung	inhibition
Gattin	wife
Marketing	marketing
Patriotismus	patriotism
Zuschlag	surcharge
Zuhören	listen
Anschluß	connection
Kapazität	capacity
Sternchen	asterisk
Häftling	prisoner
Brut	brood
Moslem	muslim
Streich	prank
Feindschaft	enmity
Journalismus	journalism
Substanz	substance
Adressat	addressee
Händler	dealer
Demonstration	demonstration
Pionier	pioneer
Bremer	bremer
Senat	senate
Tonband	tape
Rockmusik	rock music
Aufbau	construction
Züchter	breeder
Kolleg	colleague
Rummel	hype
Grieche	greek
Wasserhahn	water tap
Handschelle	handcuff
Känguruh	kangaroo
Lotto	lotto
Handball	handball
Lehrstelle	apprenticeship
Trinken	drink
Feuerzeug	lighter
Kindergärtnerin	kindergarten teacher
Gedicht	poem
Schlachtung	slaughter
Nachtschicht	night shift
Buckel	humpback
Reine	pure
Eigentumswohnung	condominium
Sicherheitsvorkehrung	safety precaution
Nazi	nazi
Klinke	pawl
Sense	scythe
Taktik	tactics
Erbarmen	mercy
Kleinod	gem
Einführung	introduction
Bock	desire
Diplomarbeit	thesis
Stecker	plug
Partei	political party
Taste	button
Erdbeben	earthquake
Pest	pest
Ohrfeige	slap
tausender	thousands
Wikinger	vikings
Ambition	ambition
Creme	cream
Kodex	codex
Vorgabe	specification
Doppelte	double
Husten	cough
Kongreß	congress
Mobiltelefon	mobile phone
Trägheit	inertia
Wohnsitz	residence
Nachteil	disadvantage
Überstunde	hour of overtime
Haustier	domestic animal
Hausfrau	housewife
Minderjährige	minors
Warnung	warning
Teilchen	particles
Heil	unhurt
Produkt	product
Pflegepersonal	nursing staff
Aufenthaltsraum	lounge
qm	sqm
Mathematik	mathematics
Kellnerin	waitress
Menschenmasse	crowd
Hausherr	landlord
Stute	mare
Kolonie	colony
Zeugin	witness
Filter	filter
Nachdenken	ponder
Befragung	survey
Weihbischof	auxiliary bishop
Fachzeitschrift	trade magazine
Geringere	lesser
Wohnheim	dorm
Abt	dept
Gymnasium	high school
Fügung	providence
t	t
Taxe	tax
Legion	legion
Jüngere	younger
Maßstab	scale
Fernstudium	distance learning
Reinigung	cleaning
Kreide	chalk
Angabe	specification
Glückwunsch	congratulations
Ablösung	detachment
Verhör	interrogation
Biosphäre	biosphere
Alpha	alpha
Archiv	archive
Ausstellung	exhibition
Zulage	allowance
Haftstrafe	prison sentence
Droge	drug
Spaghetti	spaghetti
Materie	matter
Strang	strand
Schulunterricht	school lessons
Lieferant	supplier
Weizen	wheat
Bistum	diocese
Komödie	comedy
Ambiente	ambiance
Heldin	heroine
Mitstreiter	comrades-in-arms
Linse	lens
Freundlichkeit	friendliness
Geschlecht	gender
Streik	strike
Vertreibung	expulsion
Schulhof	schoolyard
Wartezimmer	waiting room
Blumentopf	plant pot
Tauchen	dive
Kampfstoff	combat material
Spielerei	gimmick
Nachwelt	posterity
Platte	plate
Stundenlohn	hourly wage
Souvenir	souvenir
Kelte	celt
Bau	building
Druide	druid
Krabbe	crab
Kaufleute	merchants
Karotte	carrot
Gurke	cucumber
Nahrungsmittel	food
Einschreiten	intervene
Stab	rod
Hast	have
Terminal	terminal
Rundfunk	broadcast
Kriminalpolizei	criminal investigation department
Nichtraucher	non-smoker
Berichterstatter	rapporteur
Halbzeit	halftime
Enterprise	enterprise
Registrierung	registration
Speck	bacon
Vorbildung	previous education
Struktur	structure
Französisch	french
Verweilen	linger
Sachverstand	expertise
Division	division
Sozialhilfeempfänger	social welfare recipients
Löwenzahn	dandelion
Verschleiß	wear and tear
Container	container
Gabel	fork
Hilferuf	cry for help
Hindu	hindu
Christ	christian
Willkommen	welcome
Tiroler	tyrolean
Arbeitseinsatz	work use
Abzeichen	badge
Alp	alp
Dringlichkeit	urgency
Gramm	grams
Drogenkonsum	drug consumption
Korruption	corruption
Ur	ur
Barriere	barrier
Verfolgung	persecution
Kern	core
Einheimische	local people
Tastatur	keyboard
Urlaubsziel	holiday destination
Gemahlin	wife
Akne	acne
Kameramann	camera operator
Zentrum	center
Hochmut	pride
Feldweg	dirt road
Clique	clique
Briefmarke	stamp
Fotoapparat	camera
Jod	iodine
Tauchgang	dive
Unterwelt	underworld
Bedingung	condition
Kürzel	abbreviation
Holländer	dutch
Schrein	shrine
Fax	fax
Aufwachen	wake up
Gegnerin	opponent
Studentin	student
Finanzamt	tax office
Abteilung	department
Universitätsbibliothek	university library
Budget	budget
Abschreckung	deterrence
Pupille	pupil
Staude	shrub
Mais	corn
Assistent	assistant
Disco	disco
Kassiererin	cashier
Vorgeschmack	foretaste
Promotion	promotion
Unterschrift	signature
Kaufvertrag	purchase contract
Vorschuß	advance
Bläschen	bubbles
Facette	facet
Gebirge	mountains
Ausspruch	saying
Sachverhalt	facts
Fortbewegung	locomotion
Atom	atom
Faszination	fascination
Präzision	precision
Ehrlichkeit	honesty
Selbstbild	self-image
Verwalter	administrator
Ankläger	accuser
Hang	hillside
Sichtweise	point of view
Chemie	chemistry
Haushalt	household
Ausdrucksform	form of expression
Dozentin	lecturer
Fakultät	faculty
Privileg	privilege
Partnerschaft	partnership
Bausparvertrag	building savings contract
Ohnmacht	fainting
Polizeiwache	police station
Exzellenz	excellence
Attacke	attack
Nostalgie	nostalgia
Großteil	large part
Klare	clear
Kunstgeschichte	art history
Sammler	collector
Vampir	vampire
Kilo	kilo
Dampfer	steam boat
Staatsanwalt	prosecutor
Straftat	crime
Inhaltsverzeichnis	table of contents
Galaxis	galaxus
Sympathie	sympathy
Kugelschreiber	ballpoint pen
Steuererklärung	tax declaration
Eintrittskarte	entrance ticket
Kontaktaufnahme	contact
Intention	intention
Ausstieg	exit
Karikatur	cartoon
Fiasko	fiasco
Beteiligte	involved
Predigt	sermon
Gymnasiast	high school student
Aufstehen	stand up
Prozent	percent
Regime	regime
Färbung	coloring
Patriot	patriot
Podest	pedestal
Schnupfen	sniffles
Republik	republic
Hörsaal	lecture hall
Seminarraum	seminar room
Waschbecken	bathroom sink
Blockade	blockade
Fortgang	continuation
Schulbuch	school book
Verdammnis	damnation
Blüte	blossom
Beraterin	consultant
Problematik	problem
Selbsthilfegruppe	support group
Parken	park
Ami	ami
Geschehnis	event
Leber	liver
Uniklinik	university hospital
Institut	institute
Stadtpark	city ​​park
Hetze	rush
Anhieb	right off the bat
Exodus	exodus
Übergriff	assault
Abschrift	copy
Herstellung	manufacturing
Farbgebung	coloring
Adreßbuch	directory
Bankverbindung	bank details
Kontoauszug	statement of account
Kärtchen	card
Fachwerkhaus	half-timbered house
Giebel	gable
Anhalter	hitchhiker
Eigenbedarf	own use
Windel	diaper
Koffein	caffeine
Arbeitsraum	working space
Marmelade	jam
Gürtel	belt
Unterricht	instruction
Wortlaut	text
Bedacht	considerately
Offensive	offensive
Pazifismus	pacifism
Mitgefühl	compassion
Blödsinn	nonsense
Manier	manner
Erdreich	soil
Befund	findings
Fach	academic subject
Kratzer	scratch
Kick	kick
Vorstand	board
Magersucht	anorexia
Verkäuferin	saleswoman
Patenschaft	sponsorship
Rauschgift	drug
Pastor	pastor
Starke	strength
Klumpen	lump
Wehmut	melancholy
Einstellung	attitude
Selbständigkeit	independence
Anschauung	view
Japaner	japanese
Weggang	departure
Honig	honey
Heimatmuseum	local history museum
Pech	bad luck
Kochbuch	cookbook
Hochachtung	respect
Sportler	athlete
Plazierung	placement
Errettung	salvation
Unsichtbare	invisible ones
Doktorarbeit	doctoral thesis
Protestbewegung	protest movement
Bahnlinie	railway line
Wehr	weir
Naturgesetz	natural law
Kappe	cap
Allianz	alliance
Todesstrafe	death penalty
Lenkrad	steering wheel
Laufbahn	career
Tischler	carpenter
Affinität	affinity
Eine	one
Galerie	gallery
Satan	satan
Kreuzfahrt	cruise
Kniegelenk	knee joint
Betrachtungsweise	point of view
Antrag	application
Inschrift	inscription
Placebo	placebo
Asthma	asthma
Trophäe	trophy
Karneval	carnival
Fotografieren	taking photos
Ausschreibung	tender
Leiterin	head
Bundeswehr	armed forces
Basar	bazaar
Bedürfnis	need
Nuance	nuance
Drehbuch	script
Empfinden	feel
Terror	terror
Landschaftsbild	landscape image
Bundeskanzler	chancellor
Andeutung	hint
Krise	crisis
Gastfreundschaft	hospitality
Kitsch	kitsch
Versuchung	temptation
Mitbewerber	competitors
Halsband	collar
Fluggast	passenger
Gaststätte	restaurant
Diskothek	discotheque
Klischee	cliche
Regelmäßigkeit	regularity
Bargeld	cash
Tapete	wallpaper
Nahe	vicinity
Raumstation	space station
Packung	pack
Messe	fair
Bücherei	library
Stadtteil	district
Fernsehsender	tv channel
Archäologe	archaeologist
Spitzenleistung	top performance
Saison	season
Abkürzung	abbreviation
Zusammenhalt	cohesion
Kuchen	cake
Untergrund	underground
Huf	hoof
Galopp	gallop
Gegenzug	countermove
Auszahlung	payout
Schmuckstück	piece of jewelry
Loyalität	loyalty
Karate	karate
Talkshow	talk show
Pinsel	paint brush
Hafer	oats
Sahne	cream
Apfel	apple
Verräter	traitor
Birne	pear
Tanzfläche	dance floor
Schraube	screw
Facharbeit	skilled work
Ausrüstung	equipment
Handtasche	purse
Sauberkeit	cleanliness
Sensor	sensor
Sammeln	collect
Stacheldraht	barbed wire
Sportverein	sports club
Geben	give
Ballett	ballet
Mechanismus	mechanism
Anatomie	anatomy
Lebensende	end of life
Tragik	tragedy
Cocktail	cocktail
Weiterentwicklung	further development
Illegale	illegals
Wechselspiel	interplay
Waisenkind	orphan
Beisein	presence
Vertreter	representative
Anwendung	application
Heimreise	home trip
Intellekt	intellect
Betracht	consideration
Umbau	modification
Kasper	kasper
Stiefvater	stepfather
Weiterfahrt	continue driving
Neuron	neuron
Zaum	bridle
Einigung	agreement
Schlachthof	slaughterhouse
Nachwirkung	aftermath
Präsidium	presidium
Fachmann	professional
Ersatz	substitute
Gebrauchsanweisung	instructions for use
Heimkehr	homecoming
Strategie	strategy
Weltbild	worldview
Einsturz	collapse
Verbot	ban
Vertreterin	representative
Tagesschau	daily news
Rennen	run
Rechtfertigung	justification
Durchmesser	diameter
Beil	ax
Visier	visor
Biographie	biography
Einzelteil	item
Spielzeit	playtime
Anhang	attachment
Eck	corner
$	$
Prozession	procession
Trotz	despite
Textilie	textile
Trubel	hustle and bustle
Rübe	turnip
Hure	whore
Buffet	buffet
Grill	grill
Vibration	vibration
Krankenbett	sickbed
Mitspieler	teammates
Beleg	receipt
Springen	jump
Spuk	spooky
Ellenbogen	elbow
Regler	regulator
Reflexion	reflection
Pudel	poodle
Lilie	lily
mm	mm
Regelwerk	rules and regulations
Zwischenzeit	meanwhile
Marke	brand
Bettwäsche	bedding
Schwelle	threshold
Schwerpunkt	main emphasis
Trend	trend
Redaktion	editorial staff
Fräulein	young lady
Ratlosigkeit	perplexity
Auftrieb	boost
Rampe	ramp
Stumpf	blunt
Sackgasse	dead end
Siegeszug	victory march
Boutique	boutique
Story	story
Pfanne	pan
Fahrplan	timetable
Weggefährte	companion
Präsident	president
Kanal	channel
Extremfall	extreme case
Fallschirm	parachute
Vorgehensweise	method
Selbstsicherheit	self-confidence
Dialekt	dialect
Weibchen	female
Anstoß	kicking off
Horoskop	horoscope
Tulpe	tulip
Marihuana	marijuana
Reiseleitung	tour guide
Reim	rhyme
Nachdruck	reprint
Farbton	hue
Araber	arabs
Dumme	stupid
Suite	suite
Normale	normal
Rebell	rebel
Zerrissenheit	brokenness
Drama	drama
Ausstattung	furnishing
Steuerberater	tax consultant
Individualität	individuality
Enthusiasmus	enthusiasm
Sieger	winner
Tinte	ink
Abgang	exit
Besitzerin	owner
Johannesburg	johannesburg
Verkauf	sale
Milieu	milieu
Perspektive	perspective
Schub	thrust
Aufwind	updraft
Kompetenz	competence
Irre	crazy
Inder	in the
Kapitän	captain
Ingenieur	engineer
Stärkere	stronger
Gerichtssaal	courtroom
Sphäre	sphere
Germane	germanic
Abordnung	secondment
Einer	one
Gehilfe	mate
Komposition	composition
Büchse	rifle
Apotheke	pharmacy
Test	test
Wörtchen	little words
Musical	musical
Unzufriedenheit	discontent
Erlaubnis	permission
Weltherrschaft	world domination
Waffenstillstand	armistice
Konfrontation	confrontation
Lehrkraft	teacher
Werben	advertise
Bestimmung	determination
Sumpf	swamp
Tabak	tobacco
Nachfolge	succession
Schmach	disgrace
XP	xp
Weltreise	world travel
Personalien	personal details
Spalte	split
Aquarium	aquarium
Gelenk	joint
Fußmarsch	walk
Vernissage	vernissage
Karpfen	carp
Gedenkstätte	memorial
Ablage	filing
Joghurt	yogurt
Button	button
Idealismus	idealism
Mehrfamilienhaus	apartment building
Geltung	validity
Wahrscheinlichkeit	probability
Brutalität	brutality
Heilungschance	chance of healing
Atemweg	respiratory system
Gesellschafterin	partner
Absolutismus	absolutism
Zweite	second
Resignation	resignation
Hochsommer	midsummer
Erwerbsleben	working life
Genugtuung	satisfaction
Biotop	biotope
Einleitung	introduction
Verdrängung	displacement
Lebensart	way of life
Erziehung	upbringing
Inkarnation	incarnation
Motorik	motor skills
Komitee	committee
Sängerin	singer
Spital	hospital
Hygiene	hygiene
Dienstreise	business trip
Grundfläche	floor space
Windrad	windmill
Temperament	temperament
Psychoanalytiker	psychoanalyst
Kundschaft	customers
Aufstellen	set up
Mitschülerin	classmate
Bekanntgabe	announcement
Auftauchen	turn up
Offenheit	openness
Professionalität	professionalism
Hirte	shepherd
Sensibilität	sensitivity
Anteilnahme	sympathy
Vergrößerung	enlargement
Einnahmequelle	source of income
Trainerin	trainer
Waldweg	forest path
Verknüpfung	shortcut
Einweisung	instruction
Moral	moral
Randgruppe	fringe group
Immunsystem	immune system
Klima	climate
Armut	poverty
Lebensgefühl	attitude to life
Lebensstandard	standard of living
Tutor	tutor
Kreuzer	cruiser
Miteinander	each other
Annahme	assumption
Aufsicht	at sight
Aussterben	die out
Reisepaß	passport
Schläger	bat
Pelz	fur
Ausrottung	extermination
Tonfall	inflection
Perfektion	perfection
Zusammensein	be together
Schleuse	sluice
Allgemeine	general
Angesicht	face
Interessent	interested party
Massenmord	mass murder
Kaplan	chaplain
Bundestag	bundestag
Grüne	greens
Brite	brit
Marsch	march
Patentamt	patent office
Weiße	white
Hinterland	backland
Gespür	flair
Klugheit	wisdom
Piste	piste
OP	op
Fitneß	fitness
Kollektion	collection
String	string
Fernsehprogramm	tv program
Spielfilm	motion pictures
Lehrjahr	year of teaching
Übrige	rest
Obst	fruit
Behälter	container
Private	private
Christus	christ
Ausgrabung	excavation
Wissenschaft	science
Schürze	apron
Österreicher	austrian
Obstbaum	fruit tree
Luftfeuchtigkeit	humidity
Innenraum	inner space
Einreise	entry
Benennung	designation
Institution	institution
Einzug	indent
Bürgerschaft	citizenship
Kaufhaus	department store
Kofferraum	trunk
Kot	feces
Urin	urine
Elfenbein	ivory
Muttersprache	mother tongue
Evolution	evolution
Bekleidung	clothing
Mitgliedsstaat	member state
Union	union
Austritt	exit
Straßenzug	street
Seligkeit	bliss
Mangelware	in short supply
Sicherung	backup
Laterne	lantern
Neonazi	neo-nazi
Hauptschule	secondary schools
Unterkunft	accommodation
Betätigung	activity
Selbstbewußtsein	self-consciousness
Zerstreuung	dissipation
Landkreis	district
Berater	advisor
Interessante	interesting ones
Betrachtung	consideration
Sucht	seeks
Gegenseitigkeit	reciprocity
Kameradschaft	companionship
Ekstase	ecstasy
Szenerie	scenery
Zeh	toe
Anwohner	local residents
Vergebung	forgiveness
Börse	stock market
Eindringling	intruder
Blutung	bleeding
Stillstand	standstill
Schlamm	mud
Garn	yarn
Mittelpunkt	focus
Vorderseite	front
Wiederentdeckung	rediscovery
Direktion	directorate
Füllung	filling
Niemandsland	no mans land
Einfamilienhaus	detached house
Nordosten	northeast
Normalfall	normal case
Verlag	publisher
Nu	well
Improvisation	improvisation
Moderator	moderator
Geschwätz	chatter
Ärgernis	nuisance
Strapaze	strain
Seife	soap
Shampoo	shampoo
Familiengericht	family court
Speisesaal	dining room
Sportunterricht	physical education
Turnschuh	sneakers
Kenner	connoisseur
Fachgebiet	area of ​​expertise
Grundprinzip	basic principle
Ressentiment	resentment
Zugehörigkeit	belonging
Untergeschoß	basement
Grundstock	foundation
Alltagskultur	everyday culture
Neuankömmling	newcomer
Fischart	type of fish
Wörterbuch	dictionary
Zeitalter	age
Anonymität	anonymity
Gral	grail
Templer	templar
Zusammenspiel	interaction
Ghetto	ghetto
Zweifelsfall	case of doubt
Oper	opera
Anbetracht	consideration
Tageszeit	time of day
Delikatesse	delicacy
Biergarten	beer garden
Unterredung	interview
Abgesandte	emissaries
Parlament	houses of parliament
Weissagung	prophecy
Backofen	oven
Grube	pit
Fresko	fresco
Initiative	initiative
Laboratorium	laboratory
Lebensgeschichte	biography
Einrichtungsgegenstand	furnishing item
Grundstück	property
Chronik	timeline
Wichtigkeit	importance
Lockerung	relaxation
Grundbesitz	real estate
Tablett	tray
Raumfahrt	space travel
Lebensform	form of life
Kriegsjahr	war year
Zins	interest
Ersparnis	savings
Sozialhilfe	social care
Liebesgeschichte	love story
Krimi	crime
Besucherin	visitor
Vierbeiner	four-legged friends
Baumarkt	hardware store
Umkreis	perimeter
Priesterseminar	seminary
Bildband	illustrated book
Wildbahn	wild
Idealist	idealist
Sommermonat	summer month
Schwabe	swabian
Abschlußprüfung	final exam
Raffinesse	sophistication
Adventszeit	advent season
Anfangszeit	start time
Anstalt	institution
Cafeteria	cafeteria
Regenwasser	rainwater
Vorjahr	previous year
Golf	golf
Butler	butler
Endphase	final phase
Übersetzung	translation
Cowboy	cowboy
Möwe	gull
Folgezeit	follow-up time
Stärkung	strengthening
Fußgängerzone	pedestrian zone
Hektik	hustle and bustle
Pavillon	pavilion
Jugendherberge	youth hostel
Milz	spleen
Passage	passage
Schweinefleisch	pork meat
Domizil	domicile
Wohnraum	living room
Leitungswasser	tap water
Würze	spice
Spielfeld	matchfield
Strophe	verse
Treffer	hit
Taube	dove
Abschneiden	cut off
Geburtshaus	birthplace
Gehaltserhöhung	salary increase
Isolation	isolation
Tierarzt	vet
Hafenstadt	port city
Bedrohung	threat
Bauernhaus	farmhouse
Neuzeit	modern times
Klosterkirche	monastery church
Lanze	lance
Erkrankte	sick people
Wanne	tub
Legende	legend
Fremdsprache	foreign language
Fortbestand	continuity
Taverne	tavern
Jüdin	jewess
Zement	cement
Waschmaschine	washing machine
Ostern	easter
Annäherung	approach
Arbeitsamt	employment exchange
Kreuzweg	way of the cross
Turnhalle	gym
Autofahrt	car ride
Duell	duel
Grundstudium	undergraduate studies
Schwiegervater	father in law
Dicke	thickness
Wirtshaus	inn
Verkündung	announcement
Romantik	romance
Verärgerung	annoyance
Vergangene	past
Aufmachung	presentation
Joint	joint
Steuerung	steering
Selbstwertgefühl	self-esteem
Senatorin	senator
Überlebenschance	chance of survival
Disput	dispute
Individualismus	individualism
Waldstück	piece of forest
Harz	resin
Auswahlverfahren	selection process
Bürgerkrieg	civil war
Ferienwohnung	holiday apartment
Fachbuch	technical book
Lagerhalle	storage hall
Manuskript	manuscript
Reihenhaus	townhouse
Dialog	dialog
Reptil	reptile
Teilnahme	participation
Wohnmobil	camper
Panikattacke	panic attack
Lagerraum	storage room
Brühe	broth
Waschen	wash
Kolonne	column
Allee	avenue
Kicker	kicker
Balance	balance
Säugling	infant
Damm	dam
Serviette	napkin
Pult	teacher's desk
Eberswald	eberswald
Frist	deadline
Kran	crane
Nachforschung	research
Getreide	grain
Behörde	authority
Letter	letter
Titelblatt	title page
Formation	formation
Präsentation	presentation
Tribüne	grandstand
Extrem	extreme
Englischkenntnis	knowledge of english
Hintertür	back door
Klotz	klotz
Grafik	graphic
Abhandlung	treatise
Botanik	botany
Naturfreund	nature lover
Klassenraum	classroom
Kinderbuch	children's book
Dinner	dinner
Kooperation	cooperation
Gesundheitsministerium	ministry of health
Arbeitsschwerpunkt	focus of work
Slogan	slogan
J	j
Redakteur	editor
Gedenktag	remembrance day
These	thesis
Weltliteratur	world literature
Erreichen	to reach
Spanisch	spanish
Entsprechung	correspondence
Perser	persian
Nachschub	replenishment
Ratgeber	counselor
Reglement	regulations
Nürnberger	nuremberg
Konvoi	convoy
Grübeln	pondering
Sauerstoff	oxygen
Begleitung	accompaniment
Keule	club
Schimmel	mold
Vorfreude	anticipation
Unterrichtsstunde	lesson
Überwindung	overcoming
Kalorie	calorie
Entscheidungsfindung	decision making
Auszeit	time out
Inspektor	inspector
Erhalt	receipt
Insulin	insulin
Methode	method
Transaktion	transaction
Intrige	intrigue
Psyche	psyche
Radweg	bike path
Vorzeit	before time
Kolonialzeit	colonial era
Kategorie	category
Format	format
Generaldirektor	general director
Trio	trio
Flugplatz	airfield
Beschaffung	procurement
Schattierung	shading
Computerprogramm	computer program
Grau	gray
Fußballspiel	football game
Staatsangehörigkeit	nationality
Ballade	ballad
Produktion	production
Formalität	formality
Kündigung	termination
Anfassen	touch
Erstaunen	astonish
Geschäftspartner	business partner
Statistik	statistics
Bundesbahn	federal railway
Heimatort	hometown
Familienvater	family man
Entsorgung	disposal
Login	log in
Betreiber	operator
Bestrafung	punishment
Bezugsperson	caregiver
Kondom	condom
Computersystem	computer system
Irritation	irritation
Rückflug	return flight
Behauptung	claim
Geschäftsmann	businessman
Verstehen	understand
Kunststück	sleight of hand
Manko	shortcoming
Arbeitslosigkeit	unemployment
Auslese	choice
Unvermögen	inability
Bräutigam	groom
Nebensache	minor matter
Fachwissen	expertise
Jemand	someone
Erwachsenwerden	grow up
Dom	cathedral
Gefangenschaft	captivity
Versicherungsgesellschaft	insurance company
Eigentum	property
Trumpf	trump card
Absprache	agreement
Bordeaux	bordeaux
Kurort	spa
Technologie	technology
Jagen	to hunt
Gemüt	mind
Epoche	epoch
Geldbörse	wallet
Kopfhörer	headphones
Rechnen	calculate
Nation	nation
Wettlauf	race
Lebensstil	lifestyle
Unterhaltungswert	entertainment value
Crash	crash
Äther	ether
AG	ag
Geldbetrag	amount of money
Naturschützer	conservationist
Schwur	oath
Surfen	surfing
Arbeitnehmer	employees
Zuschuß	grant
Käufer	buyer
Erbteil	inheritance
Körperteil	body part
Aufkleber	sticker
Analphabet	illiterate
Osterfest	easter festival
Dorfgemeinschaft	village community
Verzögerung	delay
Chemikalie	chemical
Übereinstimmung	accordance
Wodka	vodka
Kübel	bucket
Auslegung	interpretation
Veranlagung	predisposition
Stiefmutter	stepmother
Co	co
Krankenhausaufenthalt	hospitalization
Gegenüberstellung	comparison
g	g
Sprachrohr	mouthpiece
Arbeitswelt	working world
Primat	primate
Wellensittich	budgie
Todesurteil	death sentence
Verlierer	loser
Winterpause	winter break
Zusage	commitment
Zeitzeuge	contemporary witness
Vulkan	volcano
Einfühlungsvermögen	empathy
Beobachter	observer
Banner	banner
Dekan	dean
Ausscheiden	elimination
Stift	pen
Tortur	torture
Knast	jail
Feldzug	campaign
Durchschnittsalter	average age
Geheimdienst	intelligence
Vormund	legal guardian
Kröte	toad
Vorstufe	preliminary stage
Ausschluß	exclusion
Personalausweis	id card
Bearbeitungszeit	processing time
Ältere	older
Stadttor	city gate
Speise	food
Trank	potion
Waisenhaus	orphanage
Oberarm	upper arm
Musikhochschule	college of music
Bäuerin	farmer's wife
Scheiterhaufen	pyre
Hotelanlage	hotel complex
Verein	association
Wahlausschuß	electoral committee
Werkstück	workpiece
Dessert	dessert
Ferkel	piglet
Ausscheidung	excretion
Forderung	financial support
Sauerstoffmangel	lack of oxygen
Mikroskop	microscope
Kapstadt	cape town
Haller	haller
Bauzeit	construction time
Überlegenheit	superiority
Schlußfolgerung	conclusion
Nullpunkt	zero point
Eingangsbereich	entrance area
Gärtner	gardener
Aufeinandertreffen	encounter
Ruß	soot
Pose	pose
Fröhlichkeit	happiness
Freier	suitor
Campus	campus
Schrott	scrap metal
Taschengeld	pocket money
Beschimpfung	insult
Reservoir	reservoir
Lektor	lecturer
Mobiliar	furniture
Köchin	cook
Erwiderung	reply
Fiktion	fiction
Hinterbliebener	survivor
Außenseite	outside
Bauarbeit	construction work
Abriß	demolition
Wintergarten	winter garden
Reue	regret
Recycling	recycling
Verklärung	transfiguration
Sprecher	speaker
Verzeihung	forgiveness
Hilfsmittel	aids
Server	server
Stipendium	scholarship
Werwolf	werewolf
Stange	pole
Börsenkurs	stock market price
Admiral	admiral
Streitmacht	force
Kirsche	cherry
Trocknen	dry
Inferno	inferno
Anklang	appeal
Bestimmtheit	certainty
Möhre	carrot
Demonstrant	protester
Schah	shah
Anschein	appearance
Stau	traffic jam
Kirchenvorstand	church council
Eintrittspreis	entrance fee
Gläschen	glasses
Weißwein	white wine
Kommissarin	commissioner
Überlebende	survivors
Verbrennung	combustion
Empfehlung	recommendation
Ski	ski
Crew	crew
Pate	godfather
Braten	roast meat
Schießen	shoot
Reflex	reflex
Haschisch	hashish
Trainingsprogramm	training program
Zwangsarbeit	forced labor
Wiederaufbau	reconstruction
Festival	festival
Wissenschaftlerin	scientist
Fehlentscheidung	wrong decision
Metastase	metastasis
Lymphknoten	lymph nodes
Hochwasser	flood
Dünger	fertilizer
Kritik	criticism
Bonbon	sweet
Kommandant	commander
Aluminium	aluminum
Schwere	heaviness
Freiraum	free space
Vorschau	preview
Festsaal	banquet hall
Verkehrsunfall	traffic accident
Typus	type
Silvester	new year's eve
Abzweigung	junction
Nonne	nun
Gleichaltrige	peers
Flair	flair
Vergänglichkeit	transience
Felswand	rock wall
Gehöft	homestead
Fahren	drive
Tragweite	scope
Bewerbungsunterlage	application document
Stellplatz	parking space
Pott	pott
Horrorfilm	horror movie
Besprechung	meeting
Behinderte	disabled person
Ebbe	ebb
Wildtier	wild animal
Nationalpark	national park
Jahrhundertwende	turn of the century
Lebendigkeit	liveliness
Fruchtbarkeit	fertility
Kopie	copy
Abfluß	drain
Sorgfalt	care
Elektrode	electrode
Plasma	plasma
Volksmund	vernacular
Abrechnung	invoice
Historiker	historian
Gebrech	infirmity
Einweihung	inauguration
Tau	dew
Arbeitsstunde	working hour
Verlegung	laying
